"kolId","合作次数","平台","主页链接","达人昵称","首次合作时间","最近合作时间","最近合作状态","最近跟进人","是否复投过","历史合作类型","历史合作SPU","内容一级标签","内容二级标签","内容形式标签","人设/风格标签","受众标签","带货一级类目","带货二级类目","适配品牌","转化形式","合作分层","是否已打标","打标依据链接","备注"
"rainy_in_june","3","Tiktok","https://www.tiktok.com/@rainy_in_june","rainy_in_june","2025-01-11","2026-02-27","Pending MOU","dona","是","Video:3","2032 / 2122 / 2120 / 2027","泛生活种草","家庭实用","口播讲解","家庭实用型","家庭用户","家居生活","","LetMe","种草强","潜力达人","已初筛","https://www.tiktok.com/@rainy_in_june","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2032 / 2122 / 2120 / 2027）完成第一版归档，建议后续抽查近期视频再细化。"
"raseli_.quinzy","3","Tiktok","https://www.tiktok.com/@raseli_.quinzy","raseli_.quinzy","2025-03-06","2025-10-21","Pending review","lida","是","Video:4","1231 / 1339 / 1132 / 1044","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@raseli_.quinzy","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（1231 / 1339 / 1132 / 1044）完成第一版归档，建议后续抽查近期视频再细化。"
"rill.id29","3","Tiktok","https://www.tiktok.com/@rill.id29","rill.id29","2025-03-13","2025-10-13","MOU submitted","dona","是","Video:2","2005 / 1231 / 1102","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco / LetMe","种草强","潜力达人","已初筛","https://www.tiktok.com/@rill.id29","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2005 / 1231 / 1102）完成第一版归档，建议后续抽查近期视频再细化。"
"ririnhndy","3","Tiktok","https://www.tiktok.com/@ririnhndy","ririnhndy","2025-09-29","2026-03-09","Pending MOU","dona","是","Video:3","2116 / 2193 / 2253 / 2243","泛生活种草","家庭实用","口播讲解","家庭实用型","家庭用户","家居生活","","LetMe","种草强","潜力达人","已初筛","https://www.tiktok.com/@ririnhndy","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2116 / 2193 / 2253 / 2243）完成第一版归档，建议后续抽查近期视频再细化。"
"second_pza","3","Tiktok","https://www.tiktok.com/@second_pza","second_pza","2025-04-04","2025-10-20","MOU submitted","lida","是","Video:3","1231 / 1012","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@second_pza","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（1231 / 1012）完成第一版归档，建议后续抽查近期视频再细化。"
"sereya_ruth","3","Tiktok","https://www.tiktok.com/@sereya_ruth","sereya_ruth","2025-12-15","2025-12-19","Pending publish review","sely","否","Video:3","1231","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@sereya_ruth","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（1231）完成第一版归档，建议后续抽查近期视频再细化。"
"shinjoyaa","3","Tiktok","https://www.tiktok.com/@shinjoyaa","shinjoyaa","2024-12-07","2026-01-21","MOU submitted","lida","是","Video:3","2032 / 1231 / SP-BB3-013 / SP-BB3-008-NEW","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@shinjoyaa","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2032 / 1231 / SP-BB3-013 / SP-BB3-008-NEW）完成第一版归档，建议后续抽查近期视频再细化。"
"shopbyola","3","Tiktok","https://www.tiktok.com/@shopbyola","ola disinii","2025-05-22","2025-07-24","MOU submitted","dewa","是","Video:3","4005 / 4006 / 4002","美发造型","教程教学","清单推荐","甜美少女型","学生党","美发工具","直发梳","Stypro","种草强","潜力达人","已初筛","https://www.tiktok.com/@shopbyola","2026-03-18初筛：Bio 虽然偏泛女生好物，但历史合作 SPU 全部集中在 Stypro 线，适合做甜妹向美发工具种草。"
"sophiechive","3","Tiktok","https://www.tiktok.com/@sophiechive","sofi 𐙚","2024-12-01","2025-10-28","MOU submitted","lida","是","Video:3","2253 / 2141 / 1121 / SP-BB3-013","服饰穿搭","穿搭搭配","清单推荐","精致时尚型","女性白领","时尚饰品","项链","Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@sophiechive","2026-03-18初筛：Bio 明确是 fashion, beauty, and aesthetic stuff，风格精致少女，适合 Sparco 做穿搭饰品种草。"
"spill.byria","3","Tiktok","https://www.tiktok.com/@spill.byria","fbyria♥︎","2025-07-22","2026-01-05","Pending publish review","sely","是","Video:3","1234 / 2032 / 1224","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@spill.byria","2026-03-18初筛：Bio 是 Girl things need，整体是女生向穿搭和好物号，结合历史合作更适合 Sparco 的少女系饰品推荐。"
"srhhahaha05","3","Tiktok","https://www.tiktok.com/@srhhahaha05","srhhahaha05","2025-06-16","2025-09-30","Pending publish review","sely","否","Video:3","1126 / 2031 / 5001","美妆护肤","教程教学","口播讲解","精致时尚型","女性白领","护肤品","精华喷雾","ICYEE / LetMe","种草强","潜力达人","已初筛","https://www.tiktok.com/@srhhahaha05","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（1126 / 2031 / 5001）完成第一版归档，建议后续抽查近期视频再细化。"
"sye.stuff","3","Tiktok","https://www.tiktok.com/@sye.stuff","sye ⋆˚🍒𐙚⋆˚","2025-04-09","2025-11-17","Pending MOU","lida","是","Video:3","1231 / 1224","美妆护肤","教程教学","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@sye.stuff","2026-03-18初筛：Bio 写 everything | beauty | makeup，内容是女生变美向种草；结合历史合作 SPU 为 Sparco 饰品线，适合美妆人群里的饰品搭配合作。"
"tehhobengg","3","Tiktok","https://www.tiktok.com/@tehhobengg","tehhobengg","2025-07-17","2026-01-14","MOU submitted","dewa","是","Video:3","4019 / 1231 / SP-BB3-013","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco / Stypro","种草强","潜力达人","已初筛","https://www.tiktok.com/@tehhobengg","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（4019 / 1231 / SP-BB3-013）完成第一版归档，建议后续抽查近期视频再细化。"
"teteh.rai","3","Tiktok","https://www.tiktok.com/@teteh.rai","teteh.rai","2025-07-21","2025-12-14","MOU submitted","dona","是","Video:3","2104 / 2253 / 2034","泛生活种草","家庭实用","口播讲解","家庭实用型","家庭用户","家居生活","","LetMe","种草强","潜力达人","已初筛","https://www.tiktok.com/@teteh.rai","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2104 / 2253 / 2034）完成第一版归档，建议后续抽查近期视频再细化。"
"thisisalulaa","3","Tiktok","https://www.tiktok.com/@thisisalulaa","thisisalulaa","2025-05-02","2025-10-07","MOU submitted","dona","否","Video:3","2237 / 2104 / 5002 / 5003 / 5001","美妆护肤","教程教学","口播讲解","精致时尚型","女性白领","护肤品","面霜","ICYEE / LetMe","种草强","潜力达人","已初筛","https://www.tiktok.com/@thisisalulaa","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2237 / 2104 / 5002 / 5003 / 5001）完成第一版归档，建议后续抽查近期视频再细化。"
"tiarasabirin6","3","Tiktok","https://www.tiktok.com/@tiarasabirin6","tiarasabirin6","2025-06-24","2025-11-17","MOU submitted","dona","是","Video:3","2237 / 1231 / 1339","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco / LetMe","种草强","潜力达人","已初筛","https://www.tiktok.com/@tiarasabirin6","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（2237 / 1231 / 1339）完成第一版归档，建议后续抽查近期视频再细化。"
"tyararestari","3","Tiktok","https://www.tiktok.com/@tyararestari","tyararestari","2025-06-19","2026-02-11","Pending MOU","dewa","是","Video:3","4016 / 4008 / 4006","美发造型","教程教学","现场演示","改造变美型","女性白领","美发工具","直发梳","Stypro","演示强","潜力达人","已初筛","https://www.tiktok.com/@tyararestari","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（4016 / 4008 / 4006）完成第一版归档，建议后续抽查近期视频再细化。"
"unkno0wnzz","3","Tiktok","https://www.tiktok.com/@unkno0wnzz","unkno0wnzz","2025-06-19","2025-08-12","MOU submitted","dewa","是","Video:3","4002 / 4005 / 4006","美发造型","教程教学","现场演示","改造变美型","女性白领","美发工具","直发梳","Stypro","演示强","潜力达人","已初筛","https://www.tiktok.com/@unkno0wnzz","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（4002 / 4005 / 4006）完成第一版归档，建议后续抽查近期视频再细化。"
"urlv.ikaaa","3","Tiktok","https://www.tiktok.com/@urlv.ikaaa","urlv.ikaaa","2025-05-30","2025-09-24","Pending MOU","sely","否","Video:3","1231 / 5001 / 1343","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco / ICYEE","种草强","潜力达人","已初筛","https://www.tiktok.com/@urlv.ikaaa","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（1231 / 5001 / 1343）完成第一版归档，建议后续抽查近期视频再细化。"
"vallegallery.id","3","Tiktok","https://www.tiktok.com/@vallegallery.id","rizkiafsari","2025-09-08","2026-01-23","MOU submitted","sely","是","Video:3","1224 / 1231","服饰穿搭","试穿展示","纯展示","精致时尚型","女性白领","时尚饰品","项链","Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@vallegallery.id","2026-03-18初筛：Bio 直接写 Fashion，账号是典型穿搭展示号，结合历史合作 SPU 为 Sparco 线，适合饰品搭配合作。"
"veur.id","3","Tiktok","https://www.tiktok.com/@veur.id","veur.id","2025-09-26","2026-02-04","MOU submitted","dewa","是","Video:3","4008 / 4006 / 4022","美发造型","教程教学","现场演示","改造变美型","女性白领","美发工具","直发梳","Stypro","演示强","潜力达人","已初筛","https://www.tiktok.com/@veur.id","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（4008 / 4006 / 4022）完成第一版归档，建议后续抽查近期视频再细化。"
"vinatan509","3","Tiktok","https://www.tiktok.com/@vinatan509","vinatan509","2024-11-04","2025-02-12","Published","lida","是","Live:3 / Video:1","1233 / 1102 / 1132 / SP-BA3-007 / 1002 / 1135","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@vinatan509","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（1233 / 1102 / 1132 / SP-BA3-007 / 1002 / 1135）完成第一版归档，建议后续抽查近期视频再细化。"
"winterrwin_","3","Tiktok","https://www.tiktok.com/@winterrwin_","Wiwin Ayu ʚଓ","2025-01-04","2026-01-06","MOU submitted","lida","是","Video:4","1234 / 2253 / 1339 / 1347 / 2031","泛生活种草","穿搭搭配","清单推荐","温柔治愈型","学生党","时尚饰品","手链","Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@winterrwin_","2026-03-18初筛：Bio 写 Life style • Cute & Aesthetic Stuff，整体是甜系美物分享，结合历史合作以 Sparco 饰品线为主，适合少女感搭配种草。"
"wiwidrazak","3","Tiktok","https://www.tiktok.com/@wiwidrazak","wiwidrazak","2025-03-13","2025-04-04","MOU submitted","lida","否","Video:2 / Live:1","1231 / 1224 / 1012 / 1132 / SP-BB3-013 / 4002","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@wiwidrazak","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（1231 / 1224 / 1012 / 1132 / SP-BB3-013 / 4002）完成第一版归档，建议后续抽查近期视频再细化。"
"xyz.jewelry","3","Tiktok","https://www.tiktok.com/@xyz.jewelry","XYZ JEWELRY","2024-10-28","2025-02-26","Published","lida","是","Video:3","1231 / 1045 / 1132 / 1102","饰品分享","穿搭搭配","纯展示","精致时尚型","女性白领","时尚饰品","项链","Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@xyz.jewelry","2026-03-18初筛：账号名和 Bio 都直接写 Jewelry / aksesoris perhiasan，是标准饰品垂类账号，适合 Sparco。"
"yellowc_","3","Tiktok","https://www.tiktok.com/@yellowc_","yellow🐣","2025-03-21","2026-03-10","Review rejected","dewa","否","Video:5","4016 / 2210 / 2237 / 2104 / 5000","美妆护肤","教程教学","口播讲解","精致时尚型","女性白领","护肤品","凝胶霜","ICYEE","种草强","潜力达人","已初筛","https://www.tiktok.com/@yellowc_","2026-03-18初筛：Bio 里有多个美妆护肤品牌 BA 身份，账号整体是女生变美向内容，适合 ICYEE 的护肤线种草。"
"zarra_felly7","3","Tiktok","https://www.tiktok.com/@zarra_felly7","zarra_felly7","2025-01-18","2025-05-16","Pending MOU","lida","是","Live:3","1347 / 1135 / 1012 / 1132 / 1102 / 1215 / 1264","服饰穿搭","穿搭搭配","清单推荐","甜美少女型","学生党","时尚饰品","戒指","Sparco","种草强","潜力达人","已初筛","https://www.tiktok.com/@zarra_felly7","2026-03-18批量初筛：主要依据账号命名/公开定位与历史合作SPU（1347 / 1135 / 1012 / 1132 / 1102 / 1215 / 1264）完成第一版归档，建议后续抽查近期视频再细化。"
